step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
2450,0.599,0.0172,0.05846112221479416,5e-05,,,,,,,,,,,
2460,0.601,0.0165,0.04867825284600258,5e-05,,,,,,,,,,,
2470,0.604,0.0168,0.03640274330973625,5e-05,,,,,,,,,,,
2480,0.606,0.0156,0.037046343088150024,5e-05,,,,,,,,,,,
2490,0.609,0.0157,0.051856283098459244,5e-05,,,,,,,,,,,
2500,0.611,0.0172,0.0578555166721344,5e-05,,,,,,,,,,,
2510,0.614,0.017,0.04480966180562973,5e-05,,,,,,,,,,,
2520,0.616,0.0161,0.05789531022310257,5e-05,,,,,,,,,,,
2530,0.619,0.0163,0.04083770513534546,5e-05,,,,,,,,,,,
2540,0.621,0.0164,0.047197189182043076,5e-05,,,,,,,,,,,
2550,0.623,0.019,0.06533553451299667,5e-05,,,,,,,,,,,
2560,0.626,0.017,0.051992032676935196,5e-05,,,,,,,,,,,
2570,0.628,0.0164,0.050020065158605576,5e-05,,,,,,,,,,,
2580,0.631,0.0182,0.044534411281347275,5e-05,,,,,,,,,,,
2590,0.633,0.0162,0.05967371165752411,5e-05,,,,,,,,,,,
2600,0.636,0.0167,0.06040659919381142,5e-05,,,,,,,,,,,
2610,0.638,0.0174,0.045609019696712494,5e-05,,,,,,,,,,,
2620,0.641,0.0182,0.05259406566619873,5e-05,,,,,,,,,,,
2630,0.643,0.0173,0.045480865985155106,5e-05,,,,,,,,,,,
2640,0.645,0.017,0.039153072983026505,5e-05,,,,,,,,,,,
2650,0.648,0.0175,0.055712003260850906,5e-05,,,,,,,,,,,
2660,0.65,0.0171,0.04912583902478218,5e-05,,,,,,,,,,,
2670,0.653,0.0176,0.050439056009054184,5e-05,,,,,,,,,,,
2680,0.655,0.0158,0.04716668650507927,5e-05,,,,,,,,,,,
2690,0.658,0.0168,0.0695410668849945,5e-05,,,,,,,,,,,
2700,0.66,0.0166,0.05708620697259903,5e-05,,,,,,,,,,,
2710,0.663,0.016,0.06253146380186081,5e-05,,,,,,,,,,,
2720,0.665,0.0153,0.028247160837054253,5e-05,,,,,,,,,,,
2730,0.667,0.0145,0.056822504848241806,5e-05,,,,,,,,,,,
2740,0.67,0.0157,0.05431404337286949,5e-05,,,,,,,,,,,
2750,0.672,0.0166,0.044535715132951736,5e-05,,,,,,,,,,,
2760,0.675,0.0174,0.05072857812047005,5e-05,,,,,,,,,,,
2770,0.677,0.0164,0.04363338276743889,5e-05,,,,,,,,,,,
2780,0.68,0.0164,0.03992900252342224,5e-05,,,,,,,,,,,
2790,0.682,0.0172,0.031873349100351334,5e-05,,,,,,,,,,,
2800,0.685,0.0172,0.07456079870462418,5e-05,,,,,,,,,,,
2810,0.687,0.0172,0.05127975344657898,5e-05,,,,,,,,,,,
2820,0.689,0.0158,0.05671784281730652,5e-05,,,,,,,,,,,
2830,0.692,0.0155,0.03811460733413696,5e-05,,,,,,,,,,,
2840,0.694,0.0165,0.03619145601987839,5e-05,,,,,,,,,,,
2850,0.697,0.016,0.04832656681537628,5e-05,,,,,,,,,,,
2860,0.699,0.0161,0.05025646835565567,5e-05,,,,,,,,,,,
2870,0.702,0.0166,0.049851756542921066,5e-05,,,,,,,,,,,
2880,0.704,0.0176,0.04022730886936188,5e-05,,,,,,,,,,,
2890,0.707,0.0164,0.051190268248319626,5e-05,,,,,,,,,,,
2900,0.709,0.0161,0.03498344123363495,5e-05,,,,,,,,,,,
2910,0.711,0.0191,0.056781139224767685,5e-05,,,,,,,,,,,
2920,0.714,0.0149,0.036710474640131,5e-05,,,,,,,,,,,
2930,0.716,0.0165,0.04161519557237625,5e-05,,,,,,,,,,,
2940,0.719,0.0166,0.04287837818264961,5e-05,,,,,,,,,,,
2950,0.721,0.0152,0.04119578376412392,5e-05,,,,,,,,,,,
2960,0.724,0.0171,0.06200466677546501,5e-05,,,,,,,,,,,
2970,0.726,0.017,0.0424407497048378,5e-05,,,,,,,,,,,
2980,0.729,0.0166,0.049143221229314804,5e-05,,,,,,,,,,,
