step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
2610,0.638,0.0119,0.025023790076375008,5e-05,,,,,,,,,,,
2620,0.641,0.0126,0.018769942224025726,5e-05,,,,,,,,,,,
2630,0.643,0.0121,0.020666321739554405,5e-05,,,,,,,,,,,
2640,0.645,0.0119,0.020782871171832085,5e-05,,,,,,,,,,,
2650,0.648,0.0122,0.02986076846718788,5e-05,,,,,,,,,,,
2660,0.65,0.0118,0.032200660556554794,5e-05,,,,,,,,,,,
2670,0.653,0.0123,0.0280148983001709,5e-05,,,,,,,,,,,
2680,0.655,0.0112,0.03716250881552696,5e-05,,,,,,,,,,,
2690,0.658,0.0117,0.03328745439648628,5e-05,,,,,,,,,,,
2700,0.66,0.0117,0.025761133059859276,5e-05,,,,,,,,,,,
2710,0.663,0.0112,0.04079108685255051,5e-05,,,,,,,,,,,
2720,0.665,0.0103,0.019508996978402138,5e-05,,,,,,,,,,,
2730,0.667,0.0104,0.025145165622234344,5e-05,,,,,,,,,,,
2740,0.67,0.0112,0.021309467032551765,5e-05,,,,,,,,,,,
2750,0.672,0.0117,0.02926856093108654,5e-05,,,,,,,,,,,
2760,0.675,0.012,0.023657768964767456,5e-05,,,,,,,,,,,
2770,0.677,0.0112,0.02691482938826084,5e-05,,,,,,,,,,,
2780,0.68,0.0116,0.026502134278416634,5e-05,,,,,,,,,,,
2790,0.682,0.0117,0.02311090938746929,5e-05,,,,,,,,,,,
2800,0.685,0.0121,0.034245945513248444,5e-05,,,,,,,,,,,
2810,0.687,0.0117,0.0331462062895298,5e-05,,,,,,,,,,,
2820,0.689,0.0109,0.02719266712665558,5e-05,,,,,,,,,,,
2830,0.692,0.0108,0.023016780614852905,5e-05,,,,,,,,,,,
2840,0.694,0.0117,0.02596709132194519,5e-05,,,,,,,,,,,
2850,0.697,0.0115,0.04443952441215515,5e-05,,,,,,,,,,,
2860,0.699,0.0113,0.022938992828130722,5e-05,,,,,,,,,,,
2870,0.702,0.0116,0.03116510808467865,5e-05,,,,,,,,,,,
2880,0.704,0.0126,0.01911149173974991,5e-05,,,,,,,,,,,
2890,0.707,0.0115,0.04501870274543762,5e-05,,,,,,,,,,,
2900,0.709,0.0115,0.03181496262550354,5e-05,,,,,,,,,,,
2910,0.711,0.0132,0.02874508500099182,5e-05,,,,,,,,,,,
2920,0.714,0.0105,0.02330278791487217,5e-05,,,,,,,,,,,
2930,0.716,0.0114,0.021218901500105858,5e-05,,,,,,,,,,,
2940,0.719,0.0114,0.026907114312052727,5e-05,,,,,,,,,,,
2950,0.721,0.0105,0.021216919645667076,5e-05,,,,,,,,,,,
2960,0.724,0.0119,0.030146226286888123,5e-05,,,,,,,,,,,
2970,0.726,0.0116,0.03550742194056511,5e-05,,,,,,,,,,,
2980,0.729,0.0114,0.02794024534523487,5e-05,,,,,,,,,,,
2990,0.731,0.0117,0.03855637088418007,5e-05,,,,,,,,,,,
3000,0.733,0.011,0.025744032114744186,5e-05,,,,,,,,,,,
3010,0.736,0.0104,0.034566424787044525,5e-05,,,,,,,,,,,
3020,0.738,0.0116,0.035993222147226334,5e-05,,,,,,,,,,,
3030,0.741,0.0107,0.02903018705546856,5e-05,,,,,,,,,,,
3040,0.743,0.0125,0.027632461860775948,5e-05,,,,,,,,,,,
3050,0.746,0.0109,0.03426537290215492,5e-05,,,,,,,,,,,
3060,0.748,0.0105,0.03889622539281845,5e-05,,,,,,,,,,,
3070,0.751,0.0111,0.023603612557053566,5e-05,,,,,,,,,,,
3080,0.753,0.0113,0.022747734561562538,5e-05,,,,,,,,,,,
3090,0.756,0.0109,0.028537409380078316,5e-05,,,,,,,,,,,
3100,0.758,0.0108,0.02828839421272278,5e-05,,,,,,,,,,,
3110,0.76,0.0114,0.029766878113150597,5e-05,,,,,,,,,,,
3120,0.763,0.0106,0.02244751900434494,5e-05,,,,,,,,,,,
3130,0.765,0.011,0.02337859943509102,5e-05,,,,,,,,,,,
3140,0.768,0.012,0.03941895067691803,5e-05,,,,,,,,,,,
3150,0.77,0.0113,0.029560528695583344,5e-05,,,,,,,,,,,
3160,0.773,0.0109,0.02652551420032978,5e-05,,,,,,,,,,,
3170,0.775,0.011,0.020884769037365913,5e-05,,,,,,,,,,,
3180,0.778,0.0111,0.02739112451672554,5e-05,,,,,,,,,,,
3190,0.78,0.0115,0.02246510237455368,5e-05,,,,,,,,,,,
3200,0.782,0.0114,0.023849792778491974,5e-05,,,,,,,,,,,
3210,0.785,0.0111,0.024844940751791,5e-05,,,,,,,,,,,
3220,0.787,0.0106,0.02868245542049408,5e-05,,,,,,,,,,,
3230,0.79,0.0107,0.020778609439730644,5e-05,,,,,,,,,,,
3240,0.792,0.0117,0.02906075492501259,5e-05,,,,,,,,,,,
3250,0.795,0.0114,0.02100645750761032,5e-05,,,,,,,,,,,
3260,0.797,0.0106,0.02284480631351471,5e-05,,,,,,,,,,,
3270,0.8,0.0122,0.03840123489499092,5e-05,,,,,,,,,,,
3280,0.802,0.0113,0.03405465558171272,5e-05,,,,,,,,,,,
3290,0.804,0.0115,0.028398068621754646,5e-05,,,,,,,,,,,
3300,0.807,0.0107,0.040155839174985886,5e-05,,,,,,,,,,,
3310,0.809,0.0114,0.024643689393997192,5e-05,,,,,,,,,,,
3320,0.812,0.0114,0.029056254774332047,5e-05,,,,,,,,,,,
3330,0.814,0.0101,0.030445365235209465,5e-05,,,,,,,,,,,
