method,candidate,average,ai,literature,music,politics,science,movie,restaurant
sample-temp=0.7-top_p=0.9,4,0.6791378608691321,0.6618663593972425,0.6612035850972247,0.7798179785544781,0.7239201818140998,0.756886670314388,0.650086992069955,0.4833168805057671
sample-temp=0.7-top_p=0.9,5,0.69024682477633,0.6726431462775668,0.6704225351612445,0.7909279667284448,0.7347145022238678,0.7667719754193931,0.6641377895752044,0.492185954453508
sample-temp=0.7-top_p=0.9,10,0.7207176871885238,0.7039953338667492,0.704037027463482,0.8134078211790248,0.764511201579311,0.7928772258170197,0.7039278022271269,0.5181080545740417
sample-temp=0.7-top_p=0.9,20,0.7417853956734339,0.7235172616792143,0.7247565350601753,0.8261216668827536,0.7855957093102156,0.8080769956096296,0.734844599396536,0.5384310617597104
sample-temp=0.7-top_p=0.9,30,0.7515458936699064,0.7304606240213797,0.7321199691886322,0.8354106742868223,0.7949801510576759,0.8184568834598955,0.7476366625069717,0.5468595204602921
sample-temp=0.7-top_p=0.9,40,0.7565986657143876,0.739143456074614,0.7370038411791671,0.8386374539720427,0.7990779868881278,0.8219696969197527,0.754875795474979,0.5507533702940777
sample-temp=0.7-top_p=0.9,50,0.7595108038366013,0.7418967586534995,0.738784926891785,0.8410108764694869,0.801433875254038,0.8235071089547912,0.7599139255575597,0.5535289452346009
sample-temp=0.7-top_p=0.9,60,0.7619829918325898,0.7440744073907631,0.7418610612163169,0.84321559847962,0.8035874438961679,0.8248009100751933,0.7633759590296949,0.5559738458020791
sample-temp=0.7-top_p=0.9,70,0.7635239566734371,0.7460269864567677,0.743267504438306,0.8445083013548264,0.8049218148692308,0.8252463987370123,0.7656617270837682,0.5575589458615202
sample-temp=0.7-top_p=0.9,80,0.76520017380435,0.7485765657276676,0.7444843508991807,0.8451962974284286,0.8074358973858766,0.825938566502952,0.766779037645769,0.5611881187649224
sample-temp=0.7-top_p=0.9,90,0.7659625829313882,0.7499251272336429,0.7446753912766382,0.8455154803202256,0.8082542937208073,0.8259139988134758,0.7680833673390368,0.5623268697591111
sample-temp=0.7-top_p=0.9,100,0.766797846349093,0.7508245876561678,0.7453798767466915,0.8456996967746104,0.8090780868842015,0.8266060261012754,0.7697180220182358,0.5627842593953557
sample-temp=1.0-top_p=0.7,1,0.5882102976435458,0.5567180616246404,0.5848282931329657,0.7121858700305922,0.6398905744339886,0.6731014386681856,0.5291679303921216,0.4000788332205423
sample-temp=1.0-top_p=0.7,2,0.634283000899703,0.6026711184814102,0.6268656715917789,0.7403647897993065,0.6792689033050433,0.7234904270488822,0.5954291518040787,0.4394477317083495
sample-temp=1.0-top_p=0.7,3,0.659508618176879,0.6274179982683686,0.6508753861497817,0.7598793841747057,0.7043139227270095,0.7477810650389367,0.6271514410339832,0.4623571146553052
sample-temp=1.0-top_p=0.7,4,0.6724722049412226,0.6434195725038572,0.6623744526927123,0.7683508102454978,0.7156194801417685,0.7562744003963273,0.6451810300370737,0.4780122263382463
sample-temp=1.0-top_p=0.7,5,0.6810919251488787,0.6519774010803308,0.6670097786427289,0.7770356233596466,0.7221310440100869,0.76272134198182,0.6577578291863332,0.4877663772220751
sample-temp=1.0-top_p=0.7,10,0.6992816091454654,0.6679977181476846,0.6829896906716377,0.787115292566783,0.7419762445797617,0.7784857570715438,0.6854047423870346,0.5014795817244816
sample-temp=1.0-top_p=0.7,20,0.7104771037621032,0.6777713956998265,0.6908997163717466,0.7964291407119714,0.7516795537590886,0.7857142856643756,0.7037339318010276,0.5113524185116888
sample-temp=1.0-top_p=0.7,30,0.7143919939984047,0.683573486981933,0.696391752527307,0.8005743458338294,0.7537739438799623,0.7891259202823337,0.709276248676167,0.5129421062560786
sample-temp=1.0-top_p=0.7,40,0.71633911640437,0.6843470740349814,0.6980937660499348,0.8015328117015313,0.7555499174940686,0.7902586369143895,0.7126998675539938,0.5154150197158281
sample-temp=1.0-top_p=0.7,50,0.7173234771257065,0.685137085087308,0.6986089644013,0.8017888515711213,0.7563110490429713,0.7904869761675115,0.71475142619324,0.5168938944402317
sample-temp=1.0-top_p=0.7,60,0.7178317648818952,0.685532775000753,0.6991241627526653,0.802299584747164,0.7564070032486413,0.790864477111264,0.7154653888789128,0.5177865612178043
sample-temp=1.0-top_p=0.7,70,0.7184866888619003,0.6865067898953175,0.700669757806761,0.8027471649395929,0.7568527918281586,0.7910137813357602,0.7163966166832793,0.5182698004664937
sample-temp=1.0-top_p=0.7,80,0.7187575015103971,0.6872653767911082,0.7010309277850387,0.8027471649395929,0.757168231363333,0.7910137813357602,0.7167465089708632,0.5185624012167812
sample-temp=1.0-top_p=0.7,90,0.7190455614268597,0.6876625252319254,0.7010309277850387,0.803129490609403,0.7575796016244758,0.7910926589423345,0.7169503617891282,0.5188697885323084
sample-temp=1.0-top_p=0.7,100,0.7193239382018196,0.6880601329366233,0.7012116524377424,0.803129490609403,0.7579294594780247,0.7913913535464454,0.717488789188043,0.5188697885323084
sample-temp=1.0-top_p=0.9,1,0.5569172698322786,0.5310924369252573,0.55096277273561,0.6779339756252359,0.6172932330327168,0.6541133454712807,0.4972296326202603,0.3344976371024613
sample-temp=1.0-top_p=0.9,2,0.635153608123319,0.5996602491009942,0.6241645243715797,0.7583678673392021,0.6879979764265315,0.7320431707726222,0.5879938429468546,0.4172864321143338
sample-temp=1.0-top_p=0.9,3,0.6706074586198192,0.6377142856645832,0.653955166144269,0.7851094423529148,0.7195137393446961,0.7602012296874187,0.6354370430885428,0.458091618277033
sample-temp=1.0-top_p=0.9,4,0.6926165460035015,0.6637955784745208,0.6745684101535437,0.7985289414274289,0.7399313936737816,0.7776328051691447,0.6633031300987512,0.4865725084075335
sample-temp=1.0-top_p=0.9,5,0.7078078366690592,0.6759098786330598,0.6912371133520496,0.8103172059736844,0.7544864451580782,0.7879352075464892,0.6824693393300642,0.5058613152720437
sample-temp=1.0-top_p=0.9,10,0.7486222565487684,0.7257634153073168,0.7322121603639664,0.8382753645917427,0.7922111196015299,0.8162344982589969,0.7393092104767773,0.544552490526636
sample-temp=1.0-top_p=0.9,20,0.7783828262527782,0.7543439184641041,0.7575367172908752,0.856593494582243,0.8214606596855714,0.8404417364313753,0.7804378964104076,0.5783419277595157
sample-temp=1.0-top_p=0.9,30,0.7919437123222601,0.7664057796008196,0.7700231779051714,0.8698443267033026,0.8311721658249305,0.8501622446532134,0.799266727723052,0.5953506697716388
sample-temp=1.0-top_p=0.9,40,0.799400183764743,0.7736077481340097,0.7801491385460185,0.8729547641463149,0.837167459145455,0.8559954101622971,0.8095625635312305,0.6048434730774968
sample-temp=1.0-top_p=0.9,50,0.8052645585352569,0.7799086757490625,0.7877540519180779,0.8757604866614672,0.8447077001817588,0.8590013391503243,0.8163804490916926,0.6112969887345896
sample-temp=1.0-top_p=0.9,60,0.8094604724900679,0.785996955809945,0.7913669064247965,0.8765807587141786,0.8487578838475204,0.8626247121526188,0.8219900597941259,0.617259681494002
sample-temp=1.0-top_p=0.9,70,0.8123594690151651,0.7896341462914355,0.7941403237741864,0.8782594784334145,0.8521761524094177,0.8648233486443235,0.8255802168348858,0.6202432325930063
sample-temp=1.0-top_p=0.9,80,0.8148954176746843,0.7924413288131239,0.7958815958315756,0.8798846892517015,0.8554511519643949,0.8655913977994695,0.8293473854387676,0.6227450979919593
sample-temp=1.0-top_p=0.9,90,0.817030124218756,0.7948717948217642,0.7992803905950548,0.8813830638206296,0.8571060761600715,0.8675115206873344,0.8315266943075253,0.625367574938035
sample-temp=1.0-top_p=0.9,100,0.8182543326952624,0.7969465648354649,0.8010269575879719,0.8814862267276783,0.8587250482436042,0.8690978886256318,0.8326241134254955,0.6267605633329575
sample-temp=1.2-top_p=0.7,1,0.5820814049577477,0.5605131064758833,0.5717202653915295,0.7106598984271387,0.6316577272794458,0.682988755844402,0.5227642275926285,0.3676351896227502
sample-temp=1.2-top_p=0.7,2,0.6375214653192536,0.6108291031652939,0.6277222648743972,0.7469420174241649,0.681823891420924,0.7335053445871338,0.5983866026257765,0.4284572341659666
sample-temp=1.2-top_p=0.7,3,0.6641162968131028,0.6354077862532664,0.6596292481477216,0.7653888976754428,0.7040302266502496,0.7521747176995721,0.635135135085556,0.4594863626846487
sample-temp=1.2-top_p=0.7,4,0.6807684936258025,0.656366237432403,0.6768041236613287,0.774645644160838,0.7204138278581448,0.7632850241047399,0.6575847587335866,0.4773859334061171
sample-temp=1.2-top_p=0.7,5,0.6934273313171163,0.673581100497628,0.6879670187595726,0.7836331793800035,0.7315656565156494,0.769746646745963,0.6752075432526762,0.4923383084109107
sample-temp=1.2-top_p=0.7,10,0.719998076364516,0.6987740805105709,0.7083764218734688,0.7976380465506772,0.7588742393008998,0.7918628743143673,0.7153940383334041,0.5190627481659965
sample-temp=1.2-top_p=0.7,20,0.7356393726047525,0.716461628538296,0.7244661692322051,0.8055599935591772,0.7697585768241902,0.8031794094882881,0.7393519461496797,0.5392545598261955
sample-temp=1.2-top_p=0.7,30,0.7409225438033994,0.7220916568243789,0.7297088378783542,0.8114832535384915,0.7725365543047199,0.8053080568220905,0.7474541751031158,0.5452022204130309
sample-temp=1.2-top_p=0.7,40,0.7434212109769296,0.7255594816933282,0.7317701622792817,0.8126396424651355,0.7750222560863183,0.806684390379214,0.7509422429981437,0.5485533095051868
sample-temp=1.2-top_p=0.7,50,0.7452868802621261,0.7280235987701508,0.7348308804044177,0.8131482367458897,0.7766471635215936,0.8071374335111711,0.7543752543256129,0.5494549058004459
sample-temp=1.2-top_p=0.7,60,0.7468991594115636,0.729961549787405,0.73831051402904,0.8141762451607023,0.7776081424436219,0.8087369420203204,0.7563555012722971,0.5505350772420079
sample-temp=1.2-top_p=0.7,70,0.7477779115483043,0.7312592592093298,0.7386363635863537,0.8141762451607023,0.7783150928489394,0.8092705166673696,0.7581087950698231,0.5516148206386158
sample-temp=1.2-top_p=0.7,80,0.7484523665645636,0.732285798942063,0.7386363635863537,0.8148148147647891,0.7789661318572909,0.8094242826785255,0.7593984961909468,0.5520110956534761
sample-temp=1.2-top_p=0.7,90,0.749319391859886,0.7330370369871074,0.7395348836709215,0.8150630285122847,0.7799158913734558,0.8098042940788674,0.7606464071055469,0.5533095520735575
sample-temp=1.2-top_p=0.7,100,0.7497048121142371,0.7334716868756531,0.7400516795365545,0.8150630285122847,0.7799158913734558,0.8099581907520194,0.7612365262875503,0.5544986127156502
sample-temp=1.2-top_p=0.9,1,0.5401741563048709,0.5375247804658072,0.5434782608195705,0.6814650387957097,0.583801322800389,0.6298629121398727,0.4763393787290315,0.3052631578500481
sample-temp=1.2-top_p=0.9,2,0.6252654952194532,0.6166189111250625,0.6157840082573831,0.7396082178190652,0.672628794508507,0.7157502329417472,0.5800145575049274,0.4049079754142632
sample-temp=1.2-top_p=0.9,3,0.6671336440649761,0.6444572084511209,0.6544980442785752,0.7718120804868882,0.7132566661954112,0.7574563871194874,0.6322232596248079,0.4572122192537701
sample-temp=1.2-top_p=0.9,4,0.6943275786531364,0.6726639581626078,0.6788702928370608,0.7943805874340107,0.7376551025075986,0.7859304084220753,0.6630074564542746,0.490164592486599
sample-temp=1.2-top_p=0.9,5,0.7121091005484226,0.6923976607688543,0.6979795328810333,0.8060654428869259,0.7576027483912611,0.7974947807433678,0.6849570348402825,0.5095999999533596
sample-temp=1.2-top_p=0.9,10,0.7563505913792421,0.7357482184773767,0.7456919059552443,0.8369860821768169,0.7983128833855629,0.8319726599082761,0.7412226352251914,0.5627980921630095
sample-temp=1.2-top_p=0.9,20,0.7907877848046878,0.7659321023919761,0.778645833283345,0.8675008020032287,0.8298988864212447,0.8580731660101565,0.7862111292466452,0.6006731339858984
sample-temp=1.2-top_p=0.9,30,0.8074513123971857,0.7902790278528066,0.7979166666166773,0.8780409730613675,0.8468629961087492,0.8673449797925876,0.8064878098045082,0.6194029850274165
sample-temp=1.2-top_p=0.9,40,0.8182478218281338,0.7995147102927189,0.8077023158490446,0.8854033290152725,0.8576197200680934,0.8749519045286858,0.8203927953100815,0.6346228995227867
sample-temp=1.2-top_p=0.9,50,0.8257639913363013,0.8073282442247771,0.8147570797109792,0.8917707332192637,0.8636772452281484,0.8798151001040816,0.8303535147817114,0.6447470816645838
sample-temp=1.2-top_p=0.9,60,0.8306635047654783,0.8107612350462664,0.8197146562405292,0.8938762423353515,0.8685596813067812,0.8854548966082876,0.8359390862447527,0.6525621117536995
sample-temp=1.2-top_p=0.9,70,0.835014391745573,0.8167892156362362,0.8262448132280047,0.8975468974968689,0.8712208927841477,0.8884169883669809,0.8410381183607045,0.6581543818444171
sample-temp=1.2-top_p=0.9,80,0.8387814851058093,0.8228431071037806,0.8302180684858247,0.8990207095341745,0.8743563336266004,0.8903051370685702,0.8463409689347124,0.6634485421419289
sample-temp=1.2-top_p=0.9,90,0.8414356890131345,0.8250460404656121,0.8330303816690338,0.9012861735834126,0.8772832518151696,0.8921113688595017,0.8488772000312262,0.6676952747835304
sample-temp=1.2-top_p=0.9,100,0.8441467365834807,0.8280098279597855,0.8353246752746758,0.9029766692983232,0.8794746329656877,0.8935677032530623,0.8522635407748705,0.67282880796303
sample-temp=1.5-top_p=0.8,1,0.53596145846182,0.5171717171219498,0.5230605171455479,0.6749245672042297,0.600074822247067,0.6280714817074051,0.4697114872286858,0.2860252502833956
sample-temp=1.5-top_p=0.8,2,0.6239064212977761,0.6049780380174876,0.6091743118766498,0.7525067642345551,0.6732922379673614,0.7162011172685756,0.5785910725127045,0.3823962939119395
sample-temp=1.5-top_p=0.8,3,0.6651534011363598,0.6424171310736225,0.6507603565310606,0.7806905370343741,0.7082540889572151,0.7589955021989809,0.6286861853434785,0.4392678868100377
sample-temp=1.5-top_p=0.8,4,0.691509364800833,0.6686286050119082,0.6788702928370608,0.7984632623159101,0.7336478387871623,0.7794311545931396,0.6643474593646486,0.4682080924400471
sample-temp=1.5-top_p=0.8,5,0.7114699711654513,0.6882615155518428,0.7005738131998904,0.8171082029502935,0.7503504523521745,0.7956176803429652,0.6880589163105576,0.4923202948548661
sample-temp=1.5-top_p=0.8,10,0.7592127404813306,0.7479723640233099,0.7442102523569846,0.8448275861568699,0.7993353782730884,0.8302822272574288,0.7475128285191198,0.5539393938930905
sample-temp=1.5-top_p=0.8,20,0.7925660349249071,0.7816091953522902,0.783924843373818,0.8614891913030549,0.8326478148600047,0.8528229664571941,0.7913115775851731,0.5970747344755553
sample-temp=1.5-top_p=0.8,30,0.8087346460799958,0.7971985383178182,0.7979139504063383,0.8735190521433758,0.8502440276920795,0.8630769230269261,0.8124547428904286,0.6158755484175645
sample-temp=1.5-top_p=0.8,40,0.81821502491057,0.8065893837205618,0.8074016157957254,0.8803459874559786,0.8587222007469959,0.868725868675862,0.8248145094311133,0.6300555114518858
sample-temp=1.5-top_p=0.8,50,0.823503649585173,0.8134351144537844,0.8155898508524579,0.8837954799948508,0.8622908622408408,0.8704383085037676,0.8317948717453078,0.6382306476622741
sample-temp=1.5-top_p=0.8,60,0.8279216830341671,0.8205756276290805,0.8207275581808566,0.8856455492683358,0.8667095942835268,0.8727764887357592,0.8376138339829502,0.6437143418769014
sample-temp=1.5-top_p=0.8,70,0.8323969353751619,0.8272894898085923,0.8250721216389941,0.8873938810968561,0.8719535782865364,0.8749758453606188,0.8428367054480479,0.6500294752917721
sample-temp=1.5-top_p=0.8,80,0.8359232508438377,0.8311768329752155,0.830971128558962,0.8897776355282792,0.8746935087898299,0.8778035575679323,0.8464365937833489,0.655030398070026
sample-temp=1.5-top_p=0.8,90,0.8383032543160441,0.8326656393952536,0.8349106203496239,0.8921992631247271,0.8766946416543052,0.8781902551704072,0.8494184859736426,0.6584362139444948
sample-temp=1.5-top_p=0.8,100,0.8399951402732978,0.8349693251033329,0.8370993168181452,0.8933376040499071,0.8781935483370763,0.8793804452549236,0.8509164968953745,0.6614481408528814
sample-temp=1.5-top_p=0.9,1,0.5007103865501714,0.4804239033943323,0.5037837837340111,0.6368480542047872,0.567073170681697,0.59802055571708,0.4236827810485009,0.2538906180104813
sample-temp=1.5-top_p=0.9,2,0.5942671394301178,0.5739540364851687,0.5827567854743343,0.7127401904876848,0.6542458808118403,0.6948674562388685,0.5377935026850356,0.3609054368076475
sample-temp=1.5-top_p=0.9,3,0.6452628729789655,0.6144256455422331,0.6275442769788944,0.7579731260629818,0.6994897958683508,0.7553030302530884,0.5988712596676763,0.4173080923201065
sample-temp=1.5-top_p=0.9,4,0.6777326939130699,0.6517189835075863,0.661139342020218,0.782891527027561,0.7230670926017392,0.7886519420673254,0.6389358107616079,0.4591439688257871
sample-temp=1.5-top_p=0.9,5,0.6980677515604072,0.6708670866586943,0.6805333332834599,0.7988300291992544,0.7456454917532597,0.8023632551434767,0.6630102309390753,0.4839959224820571
