method1,method2,method3,candidate,average,ai,literature,music,politics,science,movie,restaurant
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=20,10,0.8360957642224075,0.6885245901116905,0.7249999999483125,0.9640287769270326,0.8468468467953575,0.8450704224830787,0.9230769230222224,0.7142857142333333
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=20,20,0.871287128662699,0.7407407406879973,0.7407407406889802,0.9640287769270326,0.9009009008493142,0.8695652173388784,0.9999999999433332,0.7619047618503402
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,1,0.7435897435396074,0.6779661016427464,0.626506024044883,0.863309352466746,0.7999999999485619,0.7567567567052957,0.6315789473152355,0.6046511627385615
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,2,0.7830882352439742,0.7241379309822236,0.6341463414118976,0.875912408707848,0.8545454544939173,0.7837837837322498,0.799999999946,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,3,0.793418647116217,0.7586206896027943,0.6506024095869938,0.8840579709632115,0.8545454544939173,0.7999999999485866,0.799999999946,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,4,0.8007380073299287,0.7586206896027943,0.6506024095869938,0.8905109488538122,0.8545454544939173,0.8333333332813658,0.799999999946,0.6666666666145127
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,5,0.8119180632645742,0.7586206896027943,0.6666666666150891,0.911764705831023,0.8545454544939173,0.8333333332813658,0.8421052631036011,0.6666666666145127
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,10,0.8354898335912545,0.7586206896027943,0.7073170731190361,0.9496402877184204,0.8545454544939173,0.8450704224830787,0.8947368420506926,0.6976744185520823
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,20,0.8682745825101441,0.7586206896027943,0.7407407406889802,0.9640287769270326,0.9090909090392728,0.8571428570905714,0.9743589743040106,0.7619047618521542
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=30,30,0.8860759493169026,0.8095238094700682,0.7368421052112534,0.9640287769270326,0.9090909090392728,0.8823529411239186,0.999999999940909,0.8235294117065743
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,1,0.7416974169240356,0.6440677965581155,0.6341463414118976,0.8695652173400441,0.7818181817667768,0.7777777777259645,0.6315789473152355,0.6046511627385615
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,2,0.7816513760966456,0.6885245901116905,0.6419753085904587,0.8823529411251837,0.8468468467953575,0.7945205478934884,0.799999999946,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,3,0.7970749542460153,0.7540983606032787,0.6666666666150891,0.8840579709632115,0.8468468467953575,0.821917808167386,0.799999999946,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,4,0.8036697247204948,0.7540983606032787,0.6666666666150891,0.8970588234781033,0.8468468467953575,0.8378378377861578,0.799999999946,0.6666666666145127
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,5,0.8124999999498513,0.7540983606032787,0.6746987951291044,0.9185185184671824,0.8545454544939173,0.8378378377861578,0.8205128204586457,0.6666666666145127
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,10,0.8372943326737959,0.7540983606032787,0.7073170731190361,0.9640287769270326,0.8545454544939173,0.8493150684412836,0.8717948717404339,0.6976744185520823
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,20,0.8539741219461495,0.7540983606032787,0.734177215138215,0.9710144927022158,0.8545454544939173,0.8611111110590662,0.9230769230222224,0.7619047618521542
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,30,0.8724584103010444,0.7540983606032787,0.7499999999482501,0.9710144927022158,0.9090909090392728,0.8732394365675065,0.9743589743040106,0.7619047618521542
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=40,40,0.888421052581392,0.7999999999464691,0.7466666666147556,0.9710144927022158,0.9090909090392728,0.8857142856619183,0.99999999994,0.8235294117065743
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,1,0.7249070631469022,0.6440677965581155,0.5432098764919372,0.8695652173400441,0.7850467289204995,0.7777777777259645,0.5789473683681441,0.6046511627385615
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,2,0.7802197801696372,0.6774193547865245,0.6499999999484999,0.8776978416753584,0.8545454544939173,0.7945205478934884,0.7692307691768574,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,3,0.7999999999498533,0.7333333332809445,0.6749999999484375,0.8920863308839708,0.8545454544939173,0.821917808167386,0.799999999946,0.6511627906453218
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,4,0.8088235293616166,0.7540983606032787,0.6749999999484375,0.9051094889997762,0.8545454544939173,0.8333333332813658,0.799999999946,0.6818181817654959
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,5,0.8153564898950065,0.7540983606032787,0.6829268292166567,0.9197080291457402,0.8623853210493393,0.8378378377861578,0.799999999946,0.6818181817654959
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,10,0.8388278387776851,0.7540983606032787,0.7160493826643499,0.9565217390790484,0.8623853210493393,0.8493150684412836,0.8717948717404339,0.7111111110581728
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,20,0.854511970483914,0.7540983606032787,0.7249999999483125,0.9710144927022158,0.8623853210493393,0.8611111110590662,0.9230769230222224,0.7727272726741736
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,30,0.8645640073709983,0.7540983606032787,0.7435897435381328,0.9710144927022158,0.8867924527785332,0.8611111110590662,0.94999999994525,0.7727272726741736
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,40,0.8814814814313243,0.7666666666141667,0.7594936708343535,0.9710144927022158,0.9174311926088712,0.8732394365675065,0.9743589743040106,0.8181818181285124
roberta-large-num=10,checkpoint-15244,beam-rerank-cand=50,50,0.8932461873136401,0.7999999999464691,0.7567567567048574,0.969230769179278,0.9174311926088712,0.8923076922550532,0.99999999994,0.8749999999390625
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,1,0.7232472324221939,0.6060606060089532,0.5263157894228532,0.8111888111377378,0.8181818181303471,0.8656716417384717,0.7179487178950691,0.4878048779978585
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,2,0.7734806629332844,0.6060606060089532,0.6233766233254173,0.9014084506529956,0.8363636363121322,0.8823529411239186,0.7894736841565098,0.5238095237580499
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,3,0.7777777777276398,0.6060606060089532,0.6233766233254173,0.9078014183884512,0.8518518518002743,0.8823529411239186,0.7894736841565098,0.5238095237580499
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,4,0.7858472997636479,0.6153846153328284,0.6233766233254173,0.9142857142344184,0.8518518518002743,0.8823529411239186,0.8108108107567569,0.5714285713768709
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,5,0.7977736548663723,0.6153846153328284,0.6410256409742933,0.9208633093011956,0.8623853210493393,0.8823529411239186,0.8947368420506926,0.5714285713768709
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=10,10,0.8171206225179465,0.6896551723616529,0.6666666666152532,0.9275362318327136,0.8623853210493393,0.8823529411239186,0.937499999944336,0.5161290322072841
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,1,0.7559633027021551,0.6249999999480956,0.5897435896923734,0.8169014083995934,0.9009009008493142,0.8656716417384717,0.7499999999462501,0.5116279069250406
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,2,0.7977941175969128,0.6249999999480956,0.6329113923536612,0.9014084506529956,0.9009009008493142,0.8823529411239186,0.8421052631036011,0.5714285713768709
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,3,0.8059149722234228,0.6349206348686319,0.6410256409742933,0.9142857142344184,0.9009009008493142,0.8823529411239186,0.8421052631036011,0.6046511627385615
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,4,0.8118081180310336,0.6349206348686319,0.6582278480497997,0.9142857142344184,0.9009009008493142,0.8823529411239186,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,5,0.8163265305621018,0.6349206348686319,0.6582278480497997,0.9343065692917044,0.9009009008493142,0.8823529411239186,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,10,0.8438661709535716,0.6885245901116905,0.7160493826643499,0.9343065692917044,0.9009009008493142,0.8955223880070394,0.9230769230222224,0.7142857142333333
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=20,20,0.8730158729657007,0.7272727272200993,0.7407407406889802,0.9640287769270326,0.9009009008493142,0.8955223880070394,0.9999999999433332,0.7619047618503402
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,1,0.7619047618546223,0.6153846153328284,0.6075949366575227,0.8085106382467482,0.9009009008493142,0.8955223880070394,0.7499999999462501,0.5581395348318009
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,2,0.8036697247204948,0.6249999999480956,0.6499999999484999,0.9014084506529956,0.9009009008493142,0.8955223880070394,0.8205128204586457,0.6190476189956917
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,3,0.8118081180310336,0.6249999999480956,0.6749999999484375,0.9078014183884512,0.9090909090392728,0.8955223880070394,0.8421052631036011,0.6190476189956917
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,4,0.8170055452363596,0.6249999999480956,0.6835443037459381,0.9142857142344184,0.9090909090392728,0.8955223880070394,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,5,0.8222222221720761,0.6249999999480956,0.7088607594420765,0.9208633093011956,0.9090909090392728,0.8955223880070394,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,10,0.8364312267156547,0.6666666666145629,0.7160493826643499,0.9343065692917044,0.9090909090392728,0.9090909090381544,0.8421052631036011,0.6976744185520823
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,20,0.8719851576492899,0.7213114753574845,0.7560975609237952,0.9640287769270326,0.9090909090392728,0.9090909090381544,0.9743589743040106,0.7619047618521542
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=30,30,0.8842105262656036,0.7391304347294897,0.7368421052112534,0.9640287769270326,0.9090909090392728,0.9230769230240946,0.999999999940909,0.8235294117065743
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,1,0.7564575645255088,0.6153846153328284,0.6329113923536612,0.8201438848409087,0.8598130840605468,0.8695652173388784,0.7499999999462501,0.5581395348318009
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,2,0.7985212568814648,0.6153846153328284,0.6582278480497997,0.9142857142344184,0.8703703703187585,0.8955223880070394,0.799999999946,0.6190476189956917
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,3,0.8133086875653808,0.6249999999480956,0.6835443037459381,0.9208633093011956,0.9009009008493142,0.8955223880070394,0.8205128204586457,0.6190476189956917
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,4,0.8200371057012478,0.6249999999480956,0.6923076922562131,0.9208633093011956,0.9090909090392728,0.8955223880070394,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,5,0.8237476808403936,0.656249999947998,0.6923076922562131,0.9208633093011956,0.9090909090392728,0.8955223880070394,0.8421052631036011,0.6511627906453218
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,10,0.8442776734958375,0.7096774193025494,0.717948717897173,0.941176470536862,0.9090909090392728,0.9090909090381544,0.8421052631036011,0.6976744185520823
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,20,0.8698884757862806,0.7333333332809445,0.7499999999482501,0.9640287769270326,0.9090909090392728,0.9117647058297144,0.9230769230222224,0.7619047618521542
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,30,0.8810408921431557,0.7666666666141667,0.7654320987136107,0.9710144927022158,0.9090909090392728,0.9117647058297144,0.9743589743040106,0.7619047618521542
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=40,40,0.8940677965599809,0.7999999999464691,0.7466666666147556,0.9710144927022158,0.9090909090392728,0.925373134275607,0.99999999994,0.8235294117065743
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,1,0.7518518518017187,0.6349206348686319,0.6153846153333333,0.7943262410836477,0.876190476138848,0.8823529411239186,0.6999999999465001,0.5777777777254323
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,2,0.8059701492035983,0.6349206348686319,0.6666666666152532,0.9142857142344184,0.8846153845637574,0.9090909090381544,0.799999999946,0.622222222169679
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,3,0.816479400698936,0.6666666666145629,0.6923076922562131,0.9208633093011956,0.8846153845637574,0.9090909090381544,0.799999999946,0.6363636363111571
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,4,0.8292682926328009,0.6774193547865245,0.701298701247293,0.9208633093011956,0.915887850415582,0.9090909090381544,0.8421052631036011,0.6363636363111571
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,5,0.8320895521886681,0.6774193547865245,0.701298701247293,0.9208633093011956,0.9174311926088712,0.9090909090381544,0.8421052631036011,0.6666666666139259
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,10,0.8474576270685242,0.6885245901116905,0.7272727272212514,0.941176470536862,0.9174311926088712,0.9230769230240946,0.8421052631036011,0.7111111110581728
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,20,0.8715083798381199,0.7213114753574845,0.7532467531952101,0.9640287769270326,0.9174311926088712,0.925373134275607,0.9230769230222224,0.7555555555024197
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,30,0.8826815641956597,0.7666666666141667,0.7749999999481875,0.9710144927022158,0.9174311926088712,0.925373134275607,0.9230769230222224,0.7727272726741736
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,40,0.8901303537673528,0.7666666666141667,0.7749999999481875,0.9710144927022158,0.9174311926088712,0.925373134275607,0.9743589743040106,0.8181818181285124
roberta-large-num=20,checkpoint-27060,beam-rerank-cand=50,50,0.8991228069673477,0.7999999999464691,0.7567567567048574,0.969230769179278,0.9174311926088712,0.9354838709147244,0.99999999994,0.8749999999390625
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,1,0.727941176420455,0.6153846153328284,0.5679012345165675,0.8510638297360494,0.7636363635849918,0.8529411764181227,0.7368421052094184,0.4878048779978585
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,2,0.7518518518017187,0.6153846153328284,0.5822784809613843,0.8714285713773366,0.7962962962448217,0.8823529411239186,0.7894736841565098,0.5238095237580499
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,3,0.764925373084203,0.6249999999480956,0.5822784809613843,0.9064748200925832,0.7962962962448217,0.8823529411239186,0.8108108107567569,0.5365853658024985
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,4,0.7873134327856913,0.6249999999480956,0.6329113923536612,0.9208633093011956,0.8073394494898072,0.8823529411239186,0.888888888834568,0.5853658536071387
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,5,0.7873134327856913,0.6249999999480956,0.6329113923536612,0.9208633093011956,0.8073394494898072,0.8823529411239186,0.888888888834568,0.5853658536071387
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=10,10,0.8203124999498588,0.7017543859125885,0.6666666666152532,0.9275362318327136,0.8623853210493393,0.8823529411239186,0.937499999944336,0.5333333332833333
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,1,0.748175182431616,0.6349206348686319,0.5925925925411979,0.8428571428059489,0.8468468467953575,0.7999999999478775,0.7692307691768574,0.5454545454024794
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,2,0.7771639041855857,0.6451612902704995,0.6341463414118976,0.863309352466746,0.8468468467953575,0.8695652173388784,0.8421052631036011,0.5714285713768709
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,3,0.792592592542452,0.6451612902704995,0.6419753085904587,0.9130434782095462,0.8468468467953575,0.8823529411239186,0.8421052631036011,0.5714285713768709
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,4,0.8096118298944017,0.6451612902704995,0.6666666666150891,0.935251798509808,0.8468468467953575,0.8823529411239186,0.8421052631036011,0.6666666666145127
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,5,0.8185185184683732,0.6557377048658963,0.6749999999484375,0.942857142805806,0.8468468467953575,0.8823529411239186,0.8947368420506926,0.6666666666145127
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,10,0.8327137545966965,0.6557377048658963,0.6913580246397196,0.9571428570915,0.8468468467953575,0.8955223880070394,0.9189189188642805,0.731707317021059
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=20,20,0.8747514910035058,0.7407407406879973,0.7407407406889802,0.9640287769270326,0.9009009008493142,0.8955223880070394,0.9999999999433332,0.7619047618503402
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,1,0.746765249487759,0.6451612902704995,0.4999999999492381,0.8428571428059489,0.8545454544939173,0.8285714285192244,0.7692307691768574,0.5909090908568183
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,2,0.7794117646557397,0.6557377048658963,0.626506024044883,0.863309352466746,0.8545454544939173,0.8695652173388784,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,3,0.7911275415395069,0.6557377048658963,0.6585365853142773,0.8905109488538122,0.8545454544939173,0.8695652173388784,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,4,0.8014842300055183,0.6557377048658963,0.6585365853142773,0.9130434782095462,0.8545454544939173,0.8955223880070394,0.8421052631036011,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,5,0.807407407357264,0.6557377048658963,0.6585365853142773,0.9275362318327136,0.8545454544939173,0.8955223880070394,0.8421052631036011,0.6363636363111571
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,10,0.8311688311186852,0.6666666666145,0.6913580246397196,0.942857142805806,0.8545454544939173,0.8955223880070394,0.8947368420506926,0.7441860464588427
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,20,0.8624535315483637,0.7333333332809445,0.7560975609237952,0.9640287769270326,0.8545454544939173,0.9090909090381544,0.9743589743040106,0.7619047618521542
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=30,30,0.8879492599920977,0.7727272726737604,0.7368421052112534,0.9640287769270326,0.9090909090392728,0.9230769230240946,0.999999999940909,0.8235294117065743
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,1,0.746765249487759,0.6451612902704995,0.5263157894228532,0.8450704224840607,0.8256880733429846,0.8405797100925855,0.7692307691768574,0.5909090908568183
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,2,0.7838827838326403,0.6774193547865245,0.6341463414118976,0.8591549295262942,0.8545454544939173,0.8823529411239186,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,3,0.793357933529192,0.6774193547865245,0.6666666666150891,0.8776978416753584,0.8545454544939173,0.8823529411239186,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,4,0.8022181145524437,0.7096774193025494,0.6666666666150891,0.8985507245863789,0.8545454544939173,0.8823529411239186,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,5,0.8148148147646699,0.7096774193025494,0.6666666666150891,0.9275362318327136,0.8545454544939173,0.8955223880070394,0.8421052631036011,0.6363636363111571
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,10,0.8302583025328754,0.7213114753574845,0.6913580246397196,0.9496402877184204,0.8545454544939173,0.8985507245851713,0.8421052631036011,0.6818181817654959
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,20,0.8550185873104468,0.7213114753574845,0.734177215138215,0.9640287769270326,0.8545454544939173,0.9117647058297144,0.9230769230222224,0.7619047618521542
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,30,0.8764044943318836,0.7666666666141667,0.7654320987136107,0.9710144927022158,0.8785046728455586,0.9117647058297144,0.9743589743040106,0.780487804825699
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=40,40,0.8940677965599809,0.7999999999464691,0.7466666666147556,0.9710144927022158,0.9090909090392728,0.925373134275607,0.99999999994,0.8235294117065743
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,1,0.7518518518017187,0.6451612902704995,0.6249999999485625,0.8226950354098486,0.8301886791937344,0.8529411764181227,0.7179487178950691,0.5909090908568183
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,2,0.7845303866901885,0.6984126983604938,0.6249999999485625,0.8591549295262942,0.8518518518002743,0.8955223880070394,0.8205128204586457,0.5909090908568183
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,3,0.8014842300055183,0.7096774193025494,0.6835443037459381,0.8714285713773366,0.8623853210493393,0.8955223880070394,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,4,0.8029739776450291,0.7096774193025494,0.6835443037459381,0.8776978416753584,0.8623853210493393,0.8955223880070394,0.8205128204586457,0.6046511627385615
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,5,0.8171641790543425,0.7096774193025494,0.6835443037459381,0.9130434782095462,0.8623853210493393,0.9090909090381544,0.8421052631036011,0.6363636363111571
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,10,0.8358208954722494,0.7096774193025494,0.701298701247293,0.9571428570915,0.8623853210493393,0.9090909090381544,0.8421052631036011,0.6818181817654959
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,20,0.8560747663050012,0.7213114753574845,0.7272727272212514,0.9640287769270326,0.8623853210493393,0.925373134275607,0.9189189188642805,0.7555555555024197
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,30,0.8726591759798242,0.7213114753574845,0.7749999999481875,0.9710144927022158,0.8867924527785332,0.925373134275607,0.947368420997784,0.7727272726741736
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,40,0.8838951310360018,0.7666666666141667,0.7749999999481875,0.9710144927022158,0.8867924527785332,0.925373134275607,0.9743589743040106,0.8181818181285124
roberta-large-num=20,checkpoint-32800,beam-rerank-cand=50,50,0.8991228069673477,0.7999999999464691,0.7567567567048574,0.969230769179278,0.9174311926088712,0.9354838709147244,0.99999999994,0.8749999999390625
